,Techie,Tenure,MonthlyCharge,Male,One_year,Two_year
5914,0,51.83337,137.4872,0.0,0.0,1.0
163,1,10.87555535,200.165175,0.0,0.0,1.0
5283,0,65.36022,142.4713,0.0,0.0,0.0
4593,1,7.634806,144.9607,1.0,0.0,1.0
4720,0,4.685087,217.484,0.0,1.0,0.0
7305,1,57.86878,92.45514,0.0,0.0,0.0
2529,0,16.81789,142.4689,0.0,0.0,0.0
9788,0,69.3778,104.9629,0.0,0.0,0.0
628,0,3.905351198,197.48762,0.0,1.0,0.0
7426,0,68.82379,139.9792,1.0,0.0,0.0
8608,0,68.50985,147.4893,0.0,0.0,0.0
2839,0,21.0878,174.9768,1.0,1.0,0.0
6174,0,56.37649,104.9643,1.0,0.0,0.0
1825,0,1.251588197,204.961033,1.0,0.0,1.0
2006,0,5.982479,275.1336,0.0,0.0,1.0
8425,0,51.53674,172.4705,0.0,0.0,1.0
5104,0,55.2092,182.4676,1.0,0.0,0.0
4474,1,2.589118,197.484,1.0,0.0,0.0
8475,0,71.80608,219.9902,1.0,0.0,0.0
9807,0,70.52617,144.9607,1.0,0.0,1.0
6795,0,68.29079,172.4579,1.0,1.0,0.0
6455,0,68.78168,92.5018,1.0,0.0,1.0
4766,1,4.370713,220.1185,0.0,0.0,0.0
6857,0,59.003,147.4421,0.0,0.0,0.0
5759,0,66.05097,222.65,1.0,0.0,0.0
9615,0,61.57299,222.6362,0.0,0.0,0.0
2432,0,5.802984,159.9794,1.0,0.0,0.0
7692,0,60.45619,232.624,0.0,0.0,0.0
2377,1,9.933523,220.1149,0.0,0.0,0.0
6959,0,44.9964,242.6281,1.0,1.0,0.0
9660,0,64.17582,159.9642,0.0,0.0,1.0
8101,0,58.2471,247.6647,0.0,0.0,0.0
5109,0,42.73326,142.4689,1.0,0.0,0.0
1342,1,10.46190099,220.114868,0.0,0.0,0.0
1611,0,4.448210386,104.962874,1.0,0.0,0.0
4037,0,1.479514,117.4686,1.0,0.0,1.0
2169,0,3.708394,162.447,0.0,0.0,1.0
8450,0,68.55339,139.9349,1.0,1.0,0.0
2019,0,5.111408,192.4567,1.0,0.0,0.0
4052,0,13.48223,275.1336,0.0,0.0,0.0
3303,0,14.56261,157.4836,0.0,0.0,1.0
1681,0,12.18544178,232.652038,0.0,0.0,1.0
4379,1,6.574699,149.9845,1.0,0.0,1.0
7804,1,56.51219,265.147,1.0,0.0,1.0
3614,0,1.364515,149.9447,1.0,0.0,1.0
8310,0,46.84844,220.1149,0.0,1.0,0.0
1164,0,26.16514147,139.934918,1.0,1.0,0.0
2758,0,5.679237,204.9797,1.0,0.0,0.0
2274,1,10.91296,152.4579,0.0,0.0,1.0
7842,0,71.74549,147.4783,1.0,1.0,0.0
9352,0,49.69121,174.9755,0.0,1.0,0.0
7968,1,54.23761,139.9678,1.0,1.0,0.0
1394,0,7.321650003,112.484375,0.0,1.0,0.0
8674,0,51.39701,210.1051,1.0,0.0,1.0
9991,0,55.49816,162.4526,1.0,1.0,0.0
2096,0,5.66162,172.4705,1.0,0.0,0.0
5216,0,69.31083,214.9663,1.0,0.0,0.0
7597,1,62.47012,172.4579,0.0,0.0,1.0
8892,0,70.52668,164.9853,0.0,0.0,0.0
3681,0,8.808902,172.4441,0.0,0.0,0.0
5110,0,49.50734,217.4702,0.0,0.0,0.0
4647,0,9.74066,147.4421,1.0,0.0,0.0
2456,0,1.293544,129.9483,0.0,0.0,0.0
9302,1,62.45252,245.1457,1.0,0.0,0.0
9423,0,62.08608,242.6573,0.0,0.0,0.0
9479,0,61.29211,149.9483,1.0,1.0,0.0
9521,0,71.23043,159.983,0.0,0.0,0.0
8616,0,67.87061,102.4746,1.0,0.0,1.0
9673,0,65.42546,139.9816,0.0,0.0,0.0
6084,0,62.83437,140.0049,0.0,1.0,0.0
5860,0,48.44746,192.4404,0.0,1.0,0.0
4717,0,5.793869,172.4624,1.0,1.0,0.0
2793,0,5.705638,159.9875,0.0,0.0,0.0
2276,0,6.542299,127.475,1.0,1.0,0.0
4075,0,2.558218,197.484,1.0,0.0,0.0
584,0,14.08939653,210.12704,1.0,0.0,1.0
4330,0,3.656765,184.9785,1.0,0.0,0.0
1389,0,6.307898491,159.951231,0.0,1.0,0.0
1266,0,7.138985437,127.488728,0.0,0.0,0.0
8168,0,68.79253,162.447,0.0,0.0,1.0
7384,0,71.11595,129.9778,0.0,0.0,0.0
9042,0,70.49752,257.6375,1.0,0.0,0.0
8639,0,52.27228,237.6549,1.0,0.0,0.0
7704,0,61.0006,162.5005,0.0,0.0,1.0
6189,1,62.58644,182.4538,0.0,1.0,0.0
5220,0,64.91343,160.0122,0.0,0.0,0.0
2403,0,3.919919,187.656,1.0,0.0,0.0
9634,0,71.4569,169.9378,1.0,0.0,0.0
7018,0,61.19612,149.9483,1.0,0.0,0.0
5450,0,65.83332,162.4538,1.0,0.0,0.0
7977,0,67.71293,142.5156,1.0,0.0,0.0
5861,0,44.99139,257.6513,1.0,1.0,0.0
9362,1,66.13697,159.9642,0.0,0.0,1.0
396,0,4.221959275,232.637807,1.0,0.0,0.0
5082,0,58.43587,149.9598,0.0,0.0,0.0
3525,0,2.293413,124.9781,0.0,0.0,0.0
7381,0,70.23581,159.9476,1.0,1.0,0.0
826,0,3.831221517,207.481057,1.0,0.0,1.0
4354,0,8.285158,277.6513,0.0,0.0,0.0
7229,0,54.38925,174.9755,0.0,0.0,1.0
8219,0,68.6654,217.484,0.0,0.0,1.0
5103,1,58.51566,184.967,0.0,0.0,0.0
2686,0,10.06395,220.1615,1.0,0.0,1.0
1130,0,1.845003373,137.468388,0.0,1.0,0.0
9900,0,50.88709,132.4798,1.0,0.0,0.0
6609,0,44.97976,177.6508,1.0,0.0,0.0
2238,0,25.26752,159.983,1.0,0.0,0.0
8117,0,64.62702,162.4538,1.0,0.0,1.0
8,0,8.220686373,117.468591,0.0,0.0,0.0
1341,0,8.637184433,255.155493,1.0,1.0,0.0
737,1,6.051428262,154.991856,0.0,0.0,0.0
6668,0,68.04207,149.9741,0.0,0.0,0.0
7615,1,57.63584,152.4798,0.0,0.0,0.0
3389,0,13.26061,147.4601,1.0,0.0,0.0
8360,0,50.94315,162.4676,0.0,0.0,1.0
4391,0,5.698156,235.1591,1.0,0.0,1.0
5133,0,68.00474,172.4705,1.0,0.0,1.0
7948,0,68.53399,194.9744,1.0,0.0,0.0
5354,0,54.60704,119.9897,0.0,0.0,0.0
9509,0,53.28955,142.5007,0.0,0.0,0.0
4639,0,3.171487,194.9581,1.0,0.0,0.0
6483,0,44.60033,242.6106,1.0,0.0,0.0
2700,0,8.436679,129.9763,0.0,0.0,0.0
5959,0,55.47474,157.4698,0.0,1.0,0.0
3656,0,8.161101,140.0049,0.0,0.0,1.0
4582,0,9.042296,184.9496,1.0,1.0,0.0
5188,1,63.68805,127.4738,0.0,0.0,0.0
8457,0,62.99453,245.1457,1.0,0.0,0.0
5736,0,62.15286,172.4579,0.0,0.0,0.0
2703,1,13.50244,192.4705,1.0,0.0,0.0
2609,0,13.75426,277.6375,1.0,0.0,0.0
8907,0,63.20833,174.9768,0.0,0.0,0.0
651,1,10.57261422,162.482694,0.0,0.0,0.0
791,0,3.087125795,160.00128,1.0,0.0,0.0
4318,1,14.40375,235.1417,1.0,0.0,0.0
1157,0,8.098851806,162.493654,0.0,0.0,0.0
1845,0,17.31776736,187.656013,1.0,0.0,0.0
1274,0,17.92733138,152.47417,1.0,0.0,1.0
6717,0,42.15567,147.4421,1.0,1.0,0.0
7964,0,63.78532,152.4555,1.0,0.0,1.0
5201,0,66.85703,204.9797,1.0,0.0,0.0
2209,0,1.445549,104.9643,0.0,0.0,1.0
9442,0,39.27473,175.0062,1.0,0.0,0.0
5928,0,53.4492,242.6106,0.0,0.0,0.0
9543,1,56.8243,127.4958,0.0,0.0,0.0
5528,1,68.85746,137.4698,0.0,1.0,0.0
3899,1,10.90922,162.5299,1.0,0.0,1.0
8631,1,62.78671,182.4608,1.0,0.0,1.0
2509,1,8.522053,182.4833,1.0,1.0,0.0
9966,0,61.28212,184.961,0.0,0.0,0.0
9952,0,67.0374,194.9525,0.0,1.0,0.0
6784,0,53.33926,235.1372,0.0,0.0,1.0
4748,0,7.751707,134.9509,1.0,0.0,0.0
371,0,8.498042024,192.48852,1.0,1.0,0.0
8001,0,51.67996,162.497,0.0,0.0,0.0
3814,0,5.738405,255.1417,0.0,1.0,0.0
6301,0,60.59761,149.9778,1.0,0.0,0.0
8704,0,62.90882,245.1457,0.0,0.0,0.0
9088,0,71.18005,184.9797,1.0,1.0,0.0
7429,0,47.91529,202.4433,1.0,0.0,1.0
8357,1,48.49789,217.4725,1.0,0.0,0.0
6985,0,61.78097,92.5018,0.0,0.0,0.0
57,0,6.732948946,142.515576,0.0,0.0,1.0
9273,0,52.95001,247.6647,0.0,0.0,0.0
1615,0,7.336939062,137.439154,1.0,1.0,0.0
7095,0,64.21579,207.6386,1.0,0.0,1.0
9591,0,50.09713,174.9699,1.0,0.0,0.0
962,0,8.015401085,114.983787,0.0,0.0,0.0
4977,0,6.62916,287.6427,1.0,0.0,0.0
42,0,3.924254455,255.141716,1.0,0.0,1.0
4844,0,2.780924,152.5104,0.0,0.0,0.0
955,0,9.759495559,190.12704,1.0,0.0,0.0
5965,0,66.69393,277.6513,1.0,1.0,0.0
2780,1,3.588245,124.9935,0.0,0.0,1.0
6660,0,57.07682,114.9509,0.0,0.0,1.0
424,0,7.484425045,124.97808,0.0,1.0,0.0
6955,0,43.84471,152.4907,0.0,0.0,1.0
8210,1,57.692,152.4798,0.0,0.0,0.0
5408,1,67.64041,159.9794,0.0,0.0,1.0
9260,0,58.20411,204.9496,1.0,0.0,0.0
4782,1,13.17784,179.9794,0.0,0.0,1.0
6139,0,71.01166,152.4579,1.0,1.0,0.0
4731,0,10.10287,159.983,0.0,0.0,0.0
4246,0,1.741247,172.4404,0.0,0.0,0.0
5307,0,56.47713,162.4608,0.0,0.0,0.0
2783,0,18.94429,210.138,1.0,0.0,0.0
818,0,10.26390461,172.44408,0.0,1.0,0.0
4560,0,12.09048,112.4844,0.0,0.0,0.0
872,0,2.704019894,117.472036,0.0,0.0,0.0
9043,0,60.98712,184.9634,0.0,1.0,0.0
3318,0,2.138986,129.9598,1.0,1.0,0.0
7279,0,69.88786,162.4653,0.0,0.0,1.0
9973,0,64.61283,192.4404,0.0,0.0,0.0
4427,1,7.457111,220.1323,0.0,1.0,0.0
5994,0,62.27397,192.4404,1.0,1.0,0.0
7782,0,49.19922,179.9794,1.0,0.0,0.0
284,1,11.62258922,232.652038,1.0,1.0,0.0
8976,1,65.50686,232.624,0.0,0.0,0.0
2177,0,6.739405,245.175,0.0,0.0,1.0
6479,0,55.49975,192.4885,1.0,0.0,1.0
5624,0,58.97505,194.9663,1.0,1.0,0.0
4001,0,7.038169,200.1465,0.0,0.0,0.0
6050,0,63.88777,162.5299,0.0,0.0,0.0
7638,1,62.70376,187.6094,0.0,0.0,0.0
5956,0,66.32483,149.9928,0.0,0.0,1.0
999,0,1.819217843,265.146969,1.0,0.0,1.0
7649,0,58.76049,159.9942,0.0,1.0,0.0
4566,0,13.72738,159.9476,1.0,0.0,0.0
1189,1,1.87055247,157.483594,0.0,0.0,0.0
6123,1,67.73428,149.9598,0.0,0.0,1.0
6106,0,62.77848,159.9349,0.0,1.0,0.0
2058,0,21.03542,102.4746,0.0,0.0,0.0
4893,0,4.484822,104.9643,0.0,0.0,0.0
6690,0,58.74921,219.9902,0.0,0.0,1.0
9436,0,41.84938,184.9647,0.0,0.0,0.0
2666,0,6.71156,255.1665,0.0,0.0,1.0
5494,0,62.90729,210.1563,1.0,0.0,0.0
9371,0,47.04565,92.45514,1.0,0.0,0.0
5141,1,51.21873,212.6228,1.0,0.0,0.0
2372,0,14.59541,192.4885,1.0,0.0,0.0
161,0,11.92299244,182.467607,0.0,0.0,0.0
2898,0,6.915354,227.4754,0.0,0.0,1.0
8655,0,48.45122,92.45514,0.0,0.0,1.0
3222,1,13.31462,232.624,0.0,0.0,0.0
8681,0,57.35881,159.9656,0.0,0.0,0.0
6450,0,48.38433,222.6326,1.0,0.0,1.0
2354,1,3.437502,157.4698,1.0,0.0,0.0
6436,1,70.04547,127.4738,1.0,0.0,1.0
1947,1,21.6132385,127.473844,1.0,0.0,0.0
4654,0,1.712499,242.6281,0.0,1.0,0.0
4732,1,10.15649,242.6106,1.0,0.0,1.0
3184,1,13.51008,204.9797,0.0,0.0,0.0
1214,0,12.40889924,154.961766,0.0,0.0,1.0
7137,0,52.48944,134.9509,0.0,1.0,0.0
6897,1,70.43382,232.652,0.0,0.0,0.0
4310,0,14.69884,137.4698,0.0,0.0,0.0
6203,0,65.38502,192.4885,0.0,0.0,0.0
8074,0,66.64396,107.4806,0.0,0.0,0.0
8286,0,71.44569,104.9923,0.0,0.0,0.0
7676,0,71.81426,162.5119,0.0,0.0,1.0
3653,1,1.598259,107.4958,1.0,1.0,0.0
2477,0,6.453124,149.9621,0.0,0.0,1.0
4509,0,4.343093,139.9349,0.0,0.0,1.0
4094,0,5.951276,112.4551,1.0,0.0,0.0
4326,0,6.246694,79.97886,1.0,0.0,1.0
5550,0,65.73734,222.6362,1.0,0.0,1.0
214,0,15.85002222,232.637807,0.0,0.0,0.0
6482,1,70.85122,129.9778,0.0,0.0,1.0
52,0,5.486534225,149.962093,0.0,0.0,0.0
8204,0,55.15311,222.6326,0.0,0.0,0.0
5937,0,58.27269,160.0013,0.0,0.0,0.0
8710,0,48.20556,117.472,1.0,0.0,0.0
4293,0,5.458881,142.5007,0.0,1.0,0.0
3628,0,11.62262,139.9861,0.0,0.0,1.0
489,1,1.634394387,242.632554,1.0,0.0,1.0
2039,0,8.962444,172.4579,0.0,0.0,1.0
8564,0,65.44262,172.4441,0.0,0.0,0.0
1984,0,6.12261616,119.95684,0.0,0.0,0.0
4826,0,1.530293,230.1051,1.0,0.0,0.0
254,0,9.740709475,190.173699,1.0,0.0,0.0
9561,1,55.88547,225.132,0.0,0.0,0.0
6370,0,55.94357,147.4421,1.0,0.0,0.0
8052,0,68.90677,184.9963,1.0,0.0,0.0
8753,0,63.38783,257.6513,1.0,0.0,0.0
9628,0,66.62855,222.6326,1.0,1.0,0.0
5373,0,62.82387,192.4567,0.0,0.0,0.0
4584,0,5.933094,172.4624,0.0,1.0,0.0
1103,0,6.435331488,124.97808,1.0,0.0,1.0
9314,0,59.17567,147.4421,1.0,1.0,0.0
6490,0,68.47895,277.6375,1.0,0.0,1.0
5343,0,59.02827,207.6386,1.0,0.0,0.0
495,0,8.573785357,220.132293,0.0,0.0,0.0
365,0,9.660361769,129.977753,1.0,1.0,0.0
5301,0,45.03776,172.4733,1.0,0.0,1.0
4525,0,10.07469,147.4564,1.0,0.0,0.0
7947,0,70.14056,222.6326,0.0,0.0,1.0
2175,0,30.7698,117.4835,0.0,0.0,0.0
9635,0,52.67702,222.6326,1.0,0.0,0.0
2282,0,9.557096,157.4698,1.0,0.0,0.0
9266,0,58.08656,179.9476,0.0,0.0,1.0
2318,1,12.21802,187.656,1.0,0.0,0.0
5557,0,63.05008,139.9568,0.0,0.0,1.0
4722,0,2.680333,124.9781,0.0,1.0,0.0
5913,1,71.11315,92.45514,0.0,0.0,0.0
1375,0,7.677039536,235.159141,1.0,0.0,0.0
951,0,1.59959844,169.937833,1.0,0.0,0.0
5480,0,54.13164,182.4433,1.0,1.0,0.0
9704,0,67.75508,140.0013,0.0,1.0,0.0
9495,1,66.75045,192.4404,1.0,1.0,0.0
9122,0,37.52707,210.127,0.0,1.0,0.0
9910,0,57.24323,139.9349,1.0,0.0,0.0
8230,0,61.28236,220.1185,0.0,0.0,0.0
4972,0,8.802664,142.4689,0.0,0.0,0.0
6172,0,44.55455,162.4827,1.0,0.0,1.0
355,0,14.66914461,114.950905,0.0,0.0,1.0
6321,0,57.76658,192.4404,1.0,1.0,0.0
5770,0,70.18932,232.6378,0.0,0.0,0.0
9267,0,67.00167,197.4876,0.0,1.0,0.0
4514,0,5.379951,257.6375,0.0,0.0,1.0
5016,0,55.11148,162.4818,0.0,1.0,0.0
6356,0,71.79316,124.9781,1.0,0.0,1.0
6463,0,50.89196,210.127,0.0,0.0,0.0
3238,1,10.34256,95.01949,1.0,0.0,0.0
9684,0,48.83733,169.9671,0.0,1.0,0.0
843,1,5.130341596,212.641455,0.0,0.0,0.0
4314,0,3.23817,147.4713,0.0,0.0,0.0
4473,0,6.681836,142.4855,0.0,0.0,0.0
9746,0,59.64017,182.4653,1.0,0.0,0.0
7514,1,60.37731,179.9656,0.0,0.0,0.0
7264,0,54.23655,207.4673,1.0,0.0,1.0
2347,0,16.25256,152.4555,1.0,1.0,0.0
7150,0,57.95136,129.9915,0.0,0.0,0.0
6801,0,56.8397,172.4705,0.0,0.0,0.0
514,0,5.165404738,207.638588,1.0,1.0,0.0
1887,0,6.678176681,139.95684,1.0,1.0,0.0
838,0,9.073819276,139.979239,0.0,0.0,0.0
8591,0,70.14609,167.4564,0.0,0.0,0.0
4011,0,5.107455,129.9483,0.0,0.0,0.0
7876,1,45.10633,222.6143,1.0,0.0,0.0
3396,1,3.409799,242.6143,0.0,0.0,0.0
1660,0,11.82576277,152.488401,0.0,0.0,0.0
7151,0,63.55356,207.6094,1.0,0.0,0.0
6225,0,70.37667,210.127,0.0,0.0,1.0
5690,0,57.36372,159.9512,1.0,0.0,0.0
3550,1,7.150962,119.9897,1.0,0.0,0.0
5973,0,63.43072,149.9776,0.0,0.0,1.0
2105,0,18.381,202.4433,1.0,0.0,0.0
2364,0,2.734057,147.4713,1.0,0.0,0.0
1874,0,4.992706522,157.483594,0.0,0.0,0.0
8050,1,67.56344,255.1198,0.0,1.0,0.0
6293,1,49.22663,277.6375,0.0,0.0,0.0
7497,0,62.40518,149.9778,1.0,0.0,1.0
8048,0,56.53633,114.9838,0.0,1.0,0.0
9105,0,56.24334,184.9963,0.0,0.0,0.0
4995,0,9.035721,169.9671,0.0,0.0,0.0
1901,0,2.596050259,94.972827,1.0,0.0,0.0
1001,1,6.429025787,167.456419,0.0,0.0,0.0
7346,0,64.00973,134.9509,1.0,0.0,1.0
989,0,6.069124406,149.948316,0.0,0.0,0.0
239,1,16.59325254,174.976769,1.0,0.0,0.0
3862,0,9.643609,210.1051,0.0,1.0,0.0
9817,0,57.58191,129.9621,0.0,0.0,1.0
1519,0,15.54691331,147.460067,0.0,0.0,0.0
1463,0,3.507044017,129.948316,1.0,1.0,0.0
1862,0,8.006997906,127.478341,0.0,0.0,0.0
6750,0,71.12356,139.9678,1.0,0.0,1.0
7989,0,68.04513,134.9509,0.0,0.0,0.0
7326,0,49.61909,265.147,1.0,1.0,0.0
9760,1,60.67808,164.9647,1.0,0.0,0.0
3551,0,9.49793,207.6094,1.0,0.0,0.0
1921,0,3.259826777,159.965581,1.0,0.0,0.0
6797,0,59.6738,117.4686,1.0,0.0,0.0
911,0,2.368283285,172.470522,1.0,0.0,0.0
5949,0,60.37982,215.1591,1.0,1.0,0.0
172,0,19.48900163,172.462354,0.0,1.0,0.0
6417,0,61.19826,192.4705,0.0,0.0,1.0
5850,0,53.75074,202.6362,0.0,1.0,0.0
7611,0,68.59473,199.9902,0.0,0.0,0.0
1767,0,2.779431223,112.455141,0.0,0.0,0.0
2698,1,17.55759,184.9797,1.0,0.0,0.0
6823,0,43.28044,92.45514,1.0,1.0,0.0
2592,0,10.48608,112.4551,1.0,0.0,0.0
5419,0,66.09752,144.9607,1.0,0.0,1.0
8939,0,65.71805,137.4392,0.0,1.0,0.0
8292,0,70.00545,117.4835,0.0,0.0,0.0
550,0,5.915247686,204.979684,1.0,0.0,1.0
5115,0,56.61608,200.1323,1.0,1.0,0.0
509,0,9.039309605,149.988989,0.0,0.0,0.0
6209,0,65.68601,107.4806,0.0,0.0,1.0
86,1,4.650578623,114.983787,1.0,0.0,0.0
7832,0,68.28659,112.4551,0.0,0.0,0.0
2610,0,2.367066,232.6378,1.0,0.0,0.0
9433,0,54.61973,117.472,0.0,0.0,0.0
9822,0,53.90038,174.991,1.0,1.0,0.0
3411,0,9.29979,179.9794,0.0,0.0,0.0
4812,0,1.329981,200.1323,0.0,0.0,0.0
9508,0,55.87037,212.6415,0.0,0.0,1.0
109,0,9.473091121,194.976769,1.0,0.0,0.0
96,0,6.796299371,124.97808,0.0,0.0,0.0
5405,0,57.33843,184.9715,1.0,0.0,0.0
617,0,5.770302149,182.490006,0.0,0.0,0.0
9661,0,60.85274,204.9797,0.0,1.0,0.0
4039,0,15.85633,167.4847,0.0,0.0,1.0
6912,0,55.64232,194.9992,0.0,0.0,1.0
480,1,28.79864005,182.460772,1.0,0.0,1.0
3093,0,10.12304,147.4713,0.0,0.0,1.0
2127,1,1.789614,207.4673,1.0,0.0,0.0
8522,0,65.2372,164.9647,1.0,0.0,1.0
9216,0,53.27554,162.497,0.0,0.0,0.0
7648,0,64.92325,139.983,0.0,0.0,0.0
3564,0,9.38783,172.5104,0.0,1.0,0.0
5221,0,55.2288,242.6143,0.0,1.0,0.0
5368,0,43.80971,164.967,1.0,0.0,0.0
9869,0,41.72903,165.0182,0.0,0.0,0.0
3079,0,8.922175,169.9378,0.0,0.0,1.0
6100,0,48.95286,102.4746,1.0,0.0,0.0
7014,1,69.1405,159.983,0.0,0.0,0.0
6117,0,49.04885,159.9875,1.0,0.0,0.0
9200,0,52.30521,149.9378,1.0,1.0,0.0
8958,0,56.18852,255.1555,0.0,0.0,0.0
1904,0,9.626754665,127.442069,0.0,0.0,0.0
4948,0,1.312447,137.5165,0.0,0.0,0.0
3253,0,2.590681,124.9643,1.0,0.0,0.0
4365,0,7.539374,187.4673,0.0,1.0,0.0
1785,0,17.56134872,230.134352,1.0,0.0,0.0
6327,0,70.68154,227.4754,0.0,0.0,1.0
1312,0,1.355493769,117.485813,1.0,0.0,0.0
1397,0,12.33304231,124.97808,0.0,0.0,0.0
3727,0,13.07421,149.9378,0.0,0.0,1.0
2848,0,8.306218,164.9889,1.0,1.0,0.0
6371,0,71.51954,230.1051,0.0,0.0,0.0
913,0,8.730405893,257.63748,1.0,0.0,0.0
8000,0,66.29727,149.9778,1.0,0.0,1.0
5140,0,61.35427,262.6106,1.0,0.0,0.0
8586,0,67.20217,174.991,0.0,0.0,1.0
6396,0,48.52168,127.4601,0.0,0.0,0.0
9160,0,39.72823,112.4844,1.0,0.0,0.0
1546,0,16.68190528,175.02109,1.0,0.0,0.0
2917,0,21.06329,127.4958,0.0,0.0,0.0
4328,0,4.51753,252.6378,1.0,0.0,0.0
1443,0,7.840871292,182.476229,1.0,0.0,0.0
7980,0,64.94053,222.6609,1.0,1.0,0.0
1232,0,18.81607435,194.952509,0.0,0.0,0.0
7660,0,68.41518,127.4958,1.0,0.0,0.0
1069,0,4.218778557,144.960655,0.0,0.0,0.0
9157,0,62.97217,165.0113,0.0,0.0,0.0
472,0,4.135515169,117.485813,1.0,0.0,1.0
3082,1,2.168042,159.9476,1.0,0.0,0.0
5249,1,53.91548,192.4705,0.0,0.0,0.0
3825,0,10.52734,124.9607,1.0,0.0,0.0
3887,0,1.005104,114.9976,1.0,0.0,1.0
9268,0,69.84899,222.6654,0.0,0.0,1.0
1360,0,2.478012402,207.475448,1.0,0.0,0.0
4778,0,18.01409,149.9621,0.0,0.0,1.0
7224,0,50.34057,182.4762,1.0,0.0,0.0
1326,0,10.92247392,162.446995,0.0,0.0,1.0
1184,0,5.958420709,222.61428,0.0,0.0,0.0
6260,1,69.15975,127.4421,0.0,0.0,0.0
7487,1,65.37201,184.9647,0.0,0.0,1.0
8876,0,59.47229,159.983,0.0,0.0,0.0
6789,0,64.6641,127.4783,0.0,0.0,1.0
2867,0,13.96391,139.9512,1.0,0.0,1.0
5917,0,41.92048,275.1336,1.0,0.0,0.0
3381,1,23.91177,134.9509,0.0,0.0,0.0
4468,0,9.790274,137.4392,0.0,0.0,0.0
6515,1,57.48138,147.4783,1.0,1.0,0.0
1289,0,3.124488057,147.471303,1.0,0.0,0.0
5422,0,53.17302,79.97886,0.0,0.0,0.0
8448,0,71.97435,164.9785,0.0,0.0,1.0
4334,0,1.347728,139.965,0.0,0.0,1.0
4319,0,9.121337,112.4551,1.0,0.0,0.0
961,0,4.945014197,162.482694,1.0,0.0,0.0
9979,0,58.11897,220.1149,1.0,0.0,0.0
4827,1,5.976743,194.9663,0.0,0.0,1.0
2215,0,7.458443,214.9525,0.0,0.0,0.0
234,0,7.873371451,127.474951,0.0,0.0,1.0
8273,0,52.95508,235.1884,0.0,1.0,0.0
4429,0,5.147213,154.9618,1.0,0.0,0.0
51,0,7.338869531,187.656013,0.0,0.0,0.0
4892,0,8.324111,182.4433,0.0,0.0,0.0
1595,0,8.659495781,172.457857,0.0,1.0,0.0
2982,0,2.089917,230.1344,0.0,0.0,0.0
1626,1,11.58448327,197.470195,1.0,0.0,1.0
1632,1,1.609325308,172.455519,1.0,0.0,0.0
3017,0,14.26274,114.9658,1.0,0.0,1.0
9156,0,61.49796,200.1323,0.0,0.0,0.0
2586,1,3.771607,207.4974,1.0,0.0,0.0
4840,1,9.187823,179.9656,1.0,0.0,0.0
7034,0,70.04427,220.1185,1.0,0.0,0.0
1960,0,2.867284438,102.474625,1.0,0.0,1.0
132,0,8.574901206,184.949594,0.0,0.0,0.0
264,0,14.96503088,225.145743,1.0,0.0,0.0
3064,0,11.81853,112.4844,1.0,0.0,0.0
6603,0,68.99972,184.9496,0.0,0.0,0.0
2827,0,8.259716,255.1555,1.0,0.0,1.0
9092,0,62.83227,137.4684,1.0,0.0,1.0
944,0,10.03364243,210.105118,0.0,0.0,1.0
8110,0,68.55021,137.4616,0.0,0.0,0.0
7777,0,47.46129,139.9349,0.0,1.0,0.0
5879,0,66.9541,217.4725,1.0,0.0,0.0
1726,0,6.856207666,142.452604,1.0,0.0,0.0
3826,1,17.78769,149.989,0.0,0.0,0.0
9382,0,64.81224,114.9509,0.0,0.0,0.0
2939,0,7.129721,114.9728,1.0,0.0,0.0
6336,0,63.1308,204.9496,0.0,0.0,0.0
8887,0,57.87473,222.6281,0.0,0.0,1.0
2054,0,2.654262,192.4404,0.0,0.0,0.0
2546,0,13.08213,172.4579,1.0,1.0,0.0
603,0,16.18199957,152.479779,0.0,0.0,1.0
6809,0,71.4249,149.9778,1.0,0.0,1.0
5652,0,48.08209,245.1283,1.0,0.0,0.0
9709,0,66.23938,164.9785,0.0,0.0,0.0
2611,0,2.333094,140.0049,1.0,0.0,0.0
3259,0,1.611266,174.9755,0.0,1.0,0.0
5650,0,67.1766,129.9483,1.0,0.0,0.0
8995,1,54.30563,220.1323,1.0,0.0,1.0
1161,0,14.41890198,92.455141,1.0,0.0,0.0
4072,0,11.37064,147.4738,0.0,0.0,1.0
3086,0,6.446693,129.9621,1.0,0.0,0.0
7819,0,65.40232,162.4818,0.0,0.0,0.0
3950,0,7.022294,187.4673,0.0,1.0,0.0
3528,1,8.096457,159.9642,0.0,0.0,0.0
9238,1,66.46538,275.1336,1.0,0.0,0.0
9639,0,67.85943,187.6422,0.0,0.0,0.0
1240,0,15.56696462,167.484705,0.0,0.0,0.0
4280,0,8.06514,144.9607,1.0,0.0,1.0
8231,0,51.87037,225.132,0.0,0.0,1.0
9299,0,70.50182,124.9643,0.0,0.0,1.0
5852,1,40.76616,184.9963,1.0,1.0,0.0
9055,0,69.44118,179.9476,1.0,0.0,0.0
2157,1,2.748652,235.1591,1.0,0.0,0.0
4599,0,2.886437,159.9349,0.0,1.0,0.0
7276,0,70.71182,182.447,0.0,0.0,0.0
518,0,20.91720893,182.443347,1.0,0.0,0.0
2681,0,5.874949,194.9663,0.0,0.0,1.0
997,0,9.618627021,152.509013,1.0,1.0,0.0
5585,0,58.67143,220.1185,0.0,1.0,0.0
